12/11/2024                                                                                                                                                                               Dynamic List Display                                                                                                                                                                                       1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTL Direct Material Stock Report,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Material,Material,Customer,Material description,Size,Unit/Strip,Plant,SLOC,Batch,Revision,Shipment Date,Shipment,Ship No.,Vendor Batch,Manu.Date,Shlf.Date,GR.Date,Vendor,Vendor Name,QI.Qty.,Unres.Qty.,Reserve Qty.,Available Qty.,Block Qty., Total,Remark,Manufacturer
,PZ0102-PIC,PZ0102,PIC,Solder Paste WS693CPS,SAC305 WS693CPS,,120,DC52,12354887,,11/12/2024,47902738SO/01,12112447902738SO/01,41105D37,11/05/2024,02/03/2025,11/12/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,41,0,41,0,41,,
,PZ0102-UTL,PZ0102,UTL,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,8307143,,04/21/2020,7900581SO/01,2104207900581SO/01,408604,04/08/2020,07/07/2020,04/21/2020,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,5,5,,
,PZ0102-UTL,PZ0102,UTL,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,8544938,,07/30/2020,7901299 SO/01,3007207901299 SO/01,00724A02,07/24/2020,10/22/2020,07/30/2020,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,13,13,,
,PZ0102-UTL,PZ0102,UTL,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,8721990,,10/16/2020,7901662 SO/01,1610207901662 SO/01,00925D63,09/25/2020,12/24/2020,10/17/2020,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,19,19,,-
,PZ0102-UTL,PZ0102,UTL,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,8869238,,12/17/2020,7902132 SO/01,1712207902132 SO/01,01207H99,12/07/2020,03/07/2021,12/17/2020,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,17,17,,
,PZ0102-UTL,PZ0102,UTL,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,9540578,,09/17/2021,17901600 SO/01,17092117901600 SO/01,10826D99,08/26/2021,11/24/2021,09/18/2021,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,2,2,,-
,PZ0102-UTL,PZ0102,UTL,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,9649091,,10/28/2021,17901848 SO/01,28102117901848 SO/01,11006F91,10/06/2021,01/04/2022,10/28/2021,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,19,19,,-
,PZ0102-UTL,PZ0102,UTL,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,9831244,,01/11/2022,17902277SO/01,11012217902277SO/01,11222J57,12/22/2021,03/22/2022,01/11/2022,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,3,3,,-
,PZ0102-UTL,PZ0102,UTL,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,10433360,,08/09/2022,27901362 SO/01,09082227901362 SO/01,20722851,07/22/2022,10/20/2022,08/09/2022,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,5,5,,
,PZ0102-UTL,PZ0102,UTL,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,10808521,,12/20/2022,27902182 SO/01,20122227902182 SO/01,2.12E+11,12/06/2022,03/06/2023,12/20/2022,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,33,33,,-
,PZ0102-UTL,PZ0102,UTL,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,10875616,,01/17/2023,279023060 SO/01,170123279023060 SO/01,2.12E+103,12/30/2022,03/30/2023,01/17/2023,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,9,9,,-
,PZ0103-NP3,PZ0103,NP3,NEX-130FX-P-60-K8,NEX-130FX-P-60-K8,,130,RP05,9688611,,11/11/2021,S2112165/05,111121S2112165/05,1B0212M2,11/02/2021,11/02/2022,11/11/2021,20062,"Furukawa Electric Co.,Ltd.",0,0,0,0,1,1,,-
,PZ0103-NP3,PZ0103,NP3,NEX-130FX-P-60-K8,NEX-130FX-P-60-K8,,130,RP05,9688617,,11/11/2021,S2112165/06,111121S2112165/06,1B0213M2,11/02/2021,11/02/2022,11/11/2021,20062,"Furukawa Electric Co.,Ltd.",0,0,0,0,1,1,,-
,PZ0103-NP3,PZ0103,NP3,NEX-130FX-P-60-K8,NEX-130FX-P-60-K8,,130,RP05,9688621,,11/11/2021,S2112165/07,111121S2112165/07,1B0214M2,11/02/2021,11/02/2022,11/11/2021,20062,"Furukawa Electric Co.,Ltd.",0,0,0,0,1,1,,-
,PZ0103-UTL,PZ0103,UTL,NEX-130FX-P-60-K8,NEX-130FX-P-60-K8,,140,RP61,9577142,,09/30/2021,S2109653/04,300921S2109653/04,183114M2,08/31/2021,08/31/2022,09/30/2021,20062,"Furukawa Electric Co.,Ltd.",0,0,0,0,1,1,,
,PZ0103-UTL,PZ0103,UTL,NEX-130FX-P-60-K8,NEX-130FX-P-60-K8,,120,DC65,12013617,,06/07/2024,T240002086/01,070624T240002086/01,3C2611M2,12/26/2023,12/26/2024,06/07/2024,20062,"Furukawa Electric Co.,Ltd.",0,1,0,1,0,1,,-
,PZ0103-UTL,PZ0103,UTL,NEX-130FX-P-60-K8,NEX-130FX-P-60-K8,,140,DC04,12266408,,09/27/2024,T240005883/01,270924T240005883/01,490405M2,09/04/2024,09/04/2025,09/27/2024,20062,"Furukawa Electric Co.,Ltd.",0,1,0,1,0,1,,-
,PZ0103-UTL,PZ0103,UTL,NEX-130FX-P-60-K8,NEX-130FX-P-60-K8,,120,DC52,12266411,,09/27/2024,T240005883/02,270924T240005883/02,490406M2,09/04/2024,09/04/2025,09/27/2024,20062,"Furukawa Electric Co.,Ltd.",0,1,0,1,0,1,,-
,PZ0103-UTL,PZ0103,UTL,NEX-130FX-P-60-K8,NEX-130FX-P-60-K8,,120,DC52,12266413,,09/27/2024,T240005883/03,270924T240005883/03,490407M2,09/04/2024,09/04/2025,09/27/2024,20062,"Furukawa Electric Co.,Ltd.",0,1,0,1,0,1,,-
,PZ0103-UTL,PZ0103,UTL,NEX-130FX-P-60-K8,NEX-130FX-P-60-K8,,120,DC52,12266416,,09/27/2024,T240005883/04,270924T240005883/04,491815M2,09/18/2024,09/18/2025,09/27/2024,20062,"Furukawa Electric Co.,Ltd.",0,1,0,1,0,1,,-
,PZ0104-MXM,PZ0104,MXM,EN4900GC (5cc),EN4900GC (5CC),,130,RP22,11802820,,02/19/2024,A240208006/01,190224A240208006/01,EM240215-01K,01/31/2024,10/28/2024,02/20/2024,10227,Resonac Materials (Thailand) Co. Lt,0,0,0,0,6,6,,
,PZ0104-UTL,PZ0104,UTL,EN4900GC (5cc),EN4900GC (5CC),,130,DC04,12303781,,09/09/2024,A240827005/01,090924A240827005/01,H248083,08/08/2024,02/04/2025,10/17/2024,10227,Resonac Materials (Thailand) Co. Lt,0,1,0,1,0,1,,-
,PZ0105-ONS,PZ0105,ONS,CRM1150B (5cc),CRM1150B (5CC),,120,DR06,11775879,,02/07/2024,SBS0231109520/01,070224SBS0231109520/01,4012317,01/31/2024,01/30/2025,02/07/2024,10067,"SUMITOMO BAKELITE (THAILAND) CO.,LT",0,54,0,54,0,54,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8905761,,05/07/2019,1102903616/15,0705191102903616/15,049CAK0309,03/04/2019,03/03/2020,05/08/2019,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8097486,,01/09/2020,1104512473/12,0901201104512473/12,049MAF4274,12/23/2019,12/22/2020,01/10/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8097488,,01/09/2020,1104512473/13,0901201104512473/13,049MAG4273,12/23/2019,12/22/2020,01/10/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8097490,,01/09/2020,1104512473/14,0901201104512473/14,049MAG4274,12/23/2019,12/22/2020,01/10/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8097494,,01/09/2020,1104512473/16,0901201104512473/16,049MAH4274,12/23/2019,12/22/2020,01/10/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8097499,,01/09/2020,1104512473/17,0901201104512473/17,049MAI4273,12/23/2019,12/22/2020,01/10/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8097500,,01/09/2020,1104512473/18,0901201104512473/18,049MAI4274,12/23/2019,12/22/2020,01/10/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8097508,,01/09/2020,1104512473/19,0901201104512473/19,049MAJ4273,12/23/2019,12/22/2020,01/10/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8097511,,01/09/2020,1104512473/20,0901201104512473/20,049MAJ4274,12/23/2019,12/22/2020,01/10/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8205992,,02/14/2020,1104755817/01,1402201104755817/01,049MAK4274,12/23/2019,12/22/2020,02/26/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8205993,,02/14/2020,1104755817/02,1402201104755817/02,049MAL4274,12/23/2019,12/22/2020,02/26/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8282135,,04/02/2020,1105200710/13,0204201105200710/13,040CAD8406,01/29/2020,01/28/2021,04/03/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8282136,,04/02/2020,1105200710/14,0204201105200710/14,040CAE8405,01/29/2020,01/28/2021,04/03/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8282138,,04/02/2020,1105200710/15,0204201105200710/15,040CAF8405,01/29/2020,01/28/2021,04/03/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8282139,,04/02/2020,1105200710/16,0204201105200710/16,040CAG8405,01/29/2020,01/28/2021,04/03/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8282142,,04/02/2020,1105200710/17,0204201105200710/17,040CAH8405,01/29/2020,01/28/2021,04/03/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8282143,,04/02/2020,1105200710/18,0204201105200710/18,040CAI8405,01/29/2020,01/28/2021,04/03/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8282144,,04/02/2020,1105200710/19,0204201105200710/19,040CAJ8405,01/29/2020,01/28/2021,04/03/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8282145,,04/02/2020,1105200710/20,0204201105200710/20,040CAK8405,01/29/2020,01/28/2021,04/03/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8419738,,06/04/2020,1105604486/16,0406201105604486/16,040EAG3209,05/12/2020,05/12/2021,06/05/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8419741,,06/04/2020,1105604486/18,0406201105604486/18,040EAI3209,05/12/2020,05/12/2021,06/05/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8419742,,06/04/2020,1105604486/19,0406201105604486/19,040EAJ3209,05/12/2020,05/12/2021,06/05/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP05,8419743,,06/04/2020,1105604486/20,0406201105604486/20,040EAK3209,05/12/2020,05/12/2021,06/05/2020,20067,HENKEL CORPORATION,0,0,0,0,1,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP01,9703397,,11/16/2021,1111812364/01,1611211111812364/01,041LAA2043,09/22/2021,09/22/2022,11/17/2021,20067,HENKEL CORPORATION,0,0,0,0,1,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP01,9703400,,11/16/2021,1111812364/02,1611211111812364/02,041LAB2043,09/22/2021,09/22/2022,11/17/2021,20067,HENKEL CORPORATION,0,0,0,0,1,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP01,9703405,,11/16/2021,1111812364/03,1611211111812364/03,041LAC2043,09/22/2021,09/22/2022,11/17/2021,20067,HENKEL CORPORATION,0,0,0,0,1,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP01,9703410,,11/16/2021,1111812364/04,1611211111812364/04,041LAD2043,09/22/2021,09/22/2022,11/17/2021,20067,HENKEL CORPORATION,0,0,0,0,1,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP01,9703411,,11/16/2021,1111812364/05,1611211111812364/05,041LAE2043,09/22/2021,09/22/2022,11/17/2021,20067,HENKEL CORPORATION,0,0,0,0,1,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP01,9703412,,11/16/2021,1111812364/06,1611211111812364/06,041LAF2043,09/22/2021,09/22/2022,11/17/2021,20067,HENKEL CORPORATION,0,0,0,0,1,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP01,9703413,,11/16/2021,1111812364/07,1611211111812364/07,041LAG2043,09/22/2021,09/22/2022,11/17/2021,20067,HENKEL CORPORATION,0,0,0,0,1,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP01,9703414,,11/16/2021,1111812364/08,1611211111812364/08,041LAH2043,09/22/2021,09/22/2022,11/17/2021,20067,HENKEL CORPORATION,0,0,0,0,1,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP01,9703415,,11/16/2021,1111812364/09,1611211111812364/09,041LAI2043,09/22/2021,09/22/2022,11/17/2021,20067,HENKEL CORPORATION,0,0,0,0,1,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP01,9703416,,11/16/2021,1111812364/10,1611211111812364/10,041LAJ2043,09/22/2021,09/22/2022,11/17/2021,20067,HENKEL CORPORATION,0,0,0,0,1,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP01,9703417,,11/16/2021,1111812364/11,1611211111812364/11,041LAK2043,09/22/2021,09/22/2022,11/17/2021,20067,HENKEL CORPORATION,0,0,0,0,1,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP01,9703418,,11/16/2021,1111812364/12,1611211111812364/12,041LAL2043,09/22/2021,09/22/2022,11/17/2021,20067,HENKEL CORPORATION,0,0,0,0,1,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,RP01,9703419,,11/16/2021,1111812364/13,1611211111812364/13,041LAM2043,09/22/2021,09/22/2022,11/17/2021,20067,HENKEL CORPORATION,0,0,0,0,1,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,140,RP61,9703434,,11/16/2021,1111812364/16,1611211111812364/16,041LAC0029,11/02/2021,11/02/2022,11/17/2021,20067,HENKEL CORPORATION,0,0,0,0,1,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC52,12140419,,07/30/2024,1118129787/15,3007241118129787/15,044GAD7039,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC52,12140423,,07/30/2024,1118129787/16,3007241118129787/16,044GAE7036,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC52,12140425,,07/30/2024,1118129787/17,3007241118129787/17,044GAE7037,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC52,12140429,,07/30/2024,1118129787/18,3007241118129787/18,044GAE7038,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC52,12140430,,07/30/2024,1118129787/19,3007241118129787/19,044GAE7039,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC52,12140431,,07/30/2024,1118129787/20,3007241118129787/20,044GAF7036,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC52,12140432,,07/30/2024,1118129787/21,3007241118129787/21,044GAF7037,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC52,12140433,,07/30/2024,1118129787/22,3007241118129787/22,044GAF7038,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC52,12140434,,07/30/2024,1118129787/23,3007241118129787/23,044GAF7039,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,140,DC04,12140445,,07/30/2024,1118129787/27,3007241118129787/27,044GAG7039,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,140,DC04,12140446,,07/30/2024,1118129787/28,3007241118129787/28,044GAH7036,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,140,DC04,12140451,,07/30/2024,1118129787/29,3007241118129787/29,044GAH7037,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,140,DC04,12140455,,07/30/2024,1118129787/30,3007241118129787/30,044GAH7038,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,140,DC04,12140456,,07/30/2024,1118129787/31,3007241118129787/31,044GAI7037,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,140,DC04,12140457,,07/30/2024,1118129787/32,3007241118129787/32,044GAI7038,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,140,DC04,12140458,,07/30/2024,1118129787/33,3007241118129787/33,044GAJ7037,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,140,DC04,12140459,,07/30/2024,1118129787/34,3007241118129787/34,044GAJ7038,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,140,DC04,12140460,,07/30/2024,1118129787/35,3007241118129787/35,044GAK7037,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,140,DC04,12140461,,07/30/2024,1118129787/36,3007241118129787/36,044GAK7038,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,140,DC04,12140479,,07/30/2024,1118129787/37,3007241118129787/37,044GAL7037,07/08/2024,07/08/2025,07/31/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,140,DC04,12197426,,08/27/2024,1118278562/02,2708241118278562/02,044GAI7039,07/08/2024,07/08/2025,08/27/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,140,DC04,12197427,,08/27/2024,1118278562/03,2708241118278562/03,044GAJ7039,07/08/2024,07/08/2025,08/27/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC54,12341526,,11/06/2024,1118666834/01,0611241118666834/01,044JAC1681PCN,08/09/2024,08/09/2025,11/08/2024,20067,HENKEL CORPORATION,1,0,0,1,0,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC54,12341536,,11/06/2024,1118666834/02,0611241118666834/02,044JAD1681PCN,08/09/2024,08/09/2025,11/08/2024,20067,HENKEL CORPORATION,1,0,0,1,0,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC54,12341552,,11/06/2024,1118666834/03,0611241118666834/03,044JAE1681PCN,08/09/2024,08/09/2025,11/08/2024,20067,HENKEL CORPORATION,1,0,0,1,0,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227650,-,09/10/2024,1118347134/29,1009241118347134/29,044HAG8040,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227657,-,09/10/2024,1118347134/30,1009241118347134/30,044HAJ8043,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227665,-,09/10/2024,1118347134/31,1009241118347134/31,044HAF8043,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227670,-,09/10/2024,1118347134/32,1009241118347134/32,044HAF8041,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227674,-,09/10/2024,1118347134/33,1009241118347134/33,044HAF8040,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227680,-,09/10/2024,1118347134/34,1009241118347134/34,044HAE8043,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227686,-,09/10/2024,1118347134/35,1009241118347134/35,044HAE8041,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227691,-,09/10/2024,1118347134/36,1009241118347134/36,044HAE8040,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227696,-,09/10/2024,1118347134/37,1009241118347134/37,044HAD8043,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227699,-,09/10/2024,1118347134/38,1009241118347134/38,044HAD8041,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227705,-,09/10/2024,1118347134/39,1009241118347134/39,044HAD8040,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227714,-,09/10/2024,1118347134/40,1009241118347134/40,044HAC8043,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227722,-,09/10/2024,1118347134/41,1009241118347134/41,044HAC8041,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227731,-,09/10/2024,1118347134/42,1009241118347134/42,044HAC8040,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227733,-,09/10/2024,1118347134/43,1009241118347134/43,044HAB8043,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
